"Col1","Col2","Col3","class"
5.72,21.38,-1.76,2
5.72,22.5,-1.76,2
5.72,23.63,-1.76,2
5.72,24.75,-1.76,2
5.72,25.88,-1.76,2
5.72,27,-1.76,2
5.72,28.13,-1.76,2
5.72,29.25,-1.76,2
6.05,0,-0.96,2
6.05,1.13,-0.96,2
6.05,2.25,-0.96,2
6.05,3.38,-0.96,2
6.05,4.5,-0.96,2
6.05,5.63,-0.96,2
6.05,6.75,-0.96,2
6.05,7.88,-0.96,2
6.05,9,-0.96,2
6.05,10.13,-0.96,2
6.05,11.25,-0.96,2
6.05,12.38,-0.96,2
6.05,13.5,-0.96,2
6.05,14.63,-0.96,2
6.05,15.75,-0.96,2
6.05,16.88,-0.96,2
6.05,18,-0.96,2
6.05,19.13,-0.96,2
6.05,20.25,-0.96,2
6.05,21.38,-0.96,2
6.05,22.5,-0.96,2
6.05,23.63,-0.96,2
6.05,24.75,-0.96,2
6.05,25.88,-0.96,2
6.05,27,-0.96,2
6.05,28.13,-0.96,2
6.05,29.25,-0.96,2
6.27,0,-0.1,2
6.27,1.13,-0.1,2
6.27,2.25,-0.1,2
6.27,3.38,-0.1,2
6.27,4.5,-0.1,2
6.27,5.63,-0.1,2
6.27,6.75,-0.1,2
6.27,7.88,-0.1,2
6.27,9,-0.1,2
6.27,10.13,-0.1,2
6.27,11.25,-0.1,2
6.27,12.38,-0.1,2
6.27,13.5,-0.1,2
6.27,14.63,-0.1,2
6.27,15.75,-0.1,2
6.27,16.88,-0.1,2
6.27,18,-0.1,2
6.27,19.13,-0.1,2
6.27,20.25,-0.1,2
6.27,21.38,-0.1,2
6.27,22.5,-0.1,2
6.27,23.63,-0.1,2
6.27,24.75,-0.1,2
6.27,25.88,-0.1,2
6.27,27,-0.1,2
6.27,28.13,-0.1,2
6.27,29.25,-0.1,2
6.36,0,0.8,2
6.36,1.13,0.8,2
6.36,2.25,0.8,2
6.36,3.38,0.8,2
6.36,4.5,0.8,2
6.36,5.63,0.8,2
6.36,6.75,0.8,2
6.36,7.88,0.8,2
6.36,9,0.8,2
6.36,10.13,0.8,2
6.36,11.25,0.8,2
6.36,12.38,0.8,2
6.36,13.5,0.8,2
6.36,14.63,0.8,2
6.36,15.75,0.8,2
6.36,16.88,0.8,2
6.36,18,0.8,2
6.36,19.13,0.8,2
6.36,20.25,0.8,2
6.36,21.38,0.8,2
6.36,22.5,0.8,2
6.36,23.63,0.8,2
6.36,24.75,0.8,2
6.36,25.88,0.8,2
6.36,27,0.8,2
6.36,28.13,0.8,2
6.36,29.25,0.8,2
6.32,0,1.73,3
6.32,1.13,1.73,3
6.32,2.25,1.73,3
6.32,3.38,1.73,3
6.32,4.5,1.73,3
6.32,5.63,1.73,3
6.32,6.75,1.73,3
6.32,7.88,1.73,3
6.32,9,1.73,3
6.32,10.13,1.73,3
6.32,11.25,1.73,3
6.32,12.38,1.73,3
6.32,13.5,1.73,3
6.32,14.63,1.73,3
6.32,15.75,1.73,3
6.32,16.88,1.73,3
6.32,18,1.73,3
6.32,19.13,1.73,3
6.32,20.25,1.73,3
6.32,21.38,1.73,3
6.32,22.5,1.73,3
6.32,23.63,1.73,3
6.32,24.75,1.73,3
6.32,25.88,1.73,3
6.32,27,1.73,3
6.32,28.13,1.73,3
6.32,29.25,1.73,3
6.14,0,2.66,3
6.14,1.13,2.66,3
6.14,2.25,2.66,3
6.14,3.38,2.66,3
6.14,4.5,2.66,3
6.14,5.63,2.66,3
6.14,6.75,2.66,3
6.14,7.88,2.66,3
6.14,9,2.66,3
6.14,10.13,2.66,3
6.14,11.25,2.66,3
6.14,12.38,2.66,3
6.14,13.5,2.66,3
6.14,14.63,2.66,3
6.14,15.75,2.66,3
6.14,16.88,2.66,3
6.14,18,2.66,3
6.14,19.13,2.66,3
6.14,20.25,2.66,3
6.14,21.38,2.66,3
6.14,22.5,2.66,3
6.14,23.63,2.66,3
6.14,24.75,2.66,3
6.14,25.88,2.66,3
6.14,27,2.66,3
6.14,28.13,2.66,3
6.14,29.25,2.66,3
5.83,0,3.57,3
5.83,1.13,3.57,3
5.83,2.25,3.57,3
5.83,3.38,3.57,3
5.83,4.5,3.57,3
5.83,5.63,3.57,3
5.83,6.75,3.57,3
5.83,7.88,3.57,3
5.83,9,3.57,3
5.83,10.13,3.57,3
5.83,11.25,3.57,3
5.83,12.38,3.57,3
5.83,13.5,3.57,3
5.83,14.63,3.57,3
5.83,15.75,3.57,3
5.83,16.88,3.57,3
5.83,18,3.57,3
5.83,19.13,3.57,3
5.83,20.25,3.57,3
5.83,21.38,3.57,3
5.83,22.5,3.57,3
5.83,23.63,3.57,3
5.83,24.75,3.57,3
5.83,25.88,3.57,3
5.83,27,3.57,3
5.83,28.13,3.57,3
5.83,29.25,3.57,3
5.37,0,4.45,3
5.37,1.13,4.45,3
5.37,2.25,4.45,3
5.37,3.38,4.45,3
5.37,4.5,4.45,3
5.37,5.63,4.45,3
5.37,6.75,4.45,3
5.37,7.88,4.45,3
5.37,9,4.45,3
5.37,10.13,4.45,3
5.37,11.25,4.45,3
5.37,12.38,4.45,3
5.37,13.5,4.45,3
5.37,14.63,4.45,3
5.37,15.75,4.45,3
5.37,16.88,4.45,3
5.37,18,4.45,3
5.37,19.13,4.45,3
5.37,20.25,4.45,3
5.37,21.38,4.45,3
5.37,22.5,4.45,3
5.37,23.63,4.45,3
5.37,24.75,4.45,3
5.37,25.88,4.45,3
5.37,27,4.45,3
5.37,28.13,4.45,3
5.37,29.25,4.45,3
4.79,0,5.26,4
4.79,1.13,5.26,4
4.79,2.25,5.26,4
4.79,3.38,5.26,4
4.79,4.5,5.26,4
4.79,5.63,5.26,4
4.79,6.75,5.26,4
4.79,7.88,5.26,4
4.79,9,5.26,4
4.79,10.13,5.26,4
4.79,11.25,5.26,4
4.79,12.38,5.26,4
4.79,13.5,5.26,4
4.79,14.63,5.26,4
4.79,15.75,5.26,4
4.79,16.88,5.26,4
4.79,18,5.26,4
4.79,19.13,5.26,4
4.79,20.25,5.26,4
4.79,21.38,5.26,4
4.79,22.5,5.26,4
4.79,23.63,5.26,4
4.79,24.75,5.26,4
4.79,25.88,5.26,4
4.79,27,5.26,4
4.79,28.13,5.26,4
4.79,29.25,5.26,4
4.08,0,6,4
4.08,1.13,6,4
4.08,2.25,6,4
4.08,3.38,6,4
4.08,4.5,6,4
4.08,5.63,6,4
4.08,6.75,6,4
4.08,7.88,6,4
4.08,9,6,4
4.08,10.13,6,4
4.08,11.25,6,4
4.08,12.38,6,4
4.08,13.5,6,4
4.08,14.63,6,4
4.08,15.75,6,4
4.08,16.88,6,4
4.08,18,6,4
4.08,19.13,6,4
4.08,20.25,6,4
4.08,21.38,6,4
4.08,22.5,6,4
4.08,23.63,6,4
4.08,24.75,6,4
4.08,25.88,6,4
4.08,27,6,4
4.08,28.13,6,4
4.08,29.25,6,4
3.25,0,6.64,4
3.25,1.13,6.64,4
3.25,2.25,6.64,4
3.25,3.38,6.64,4
3.25,4.5,6.64,4
3.25,5.63,6.64,4
3.25,6.75,6.64,4
3.25,7.88,6.64,4
3.25,9,6.64,4
3.25,10.13,6.64,4
3.25,11.25,6.64,4
3.25,12.38,6.64,4
3.25,13.5,6.64,4
3.25,14.63,6.64,4
3.25,15.75,6.64,4
3.25,16.88,6.64,4
3.25,18,6.64,4
3.25,19.13,6.64,4
3.25,20.25,6.64,4
3.25,21.38,6.64,4
3.25,22.5,6.64,4
3.25,23.63,6.64,4
3.25,24.75,6.64,4
3.25,25.88,6.64,4
3.25,27,6.64,4
3.25,28.13,6.64,4
3.25,29.25,6.64,4
2.33,0,7.17,4
2.33,1.13,7.17,4
2.33,2.25,7.17,4
2.33,3.38,7.17,4
2.33,4.5,7.17,4
2.33,5.63,7.17,4
2.33,6.75,7.17,4
2.33,7.88,7.17,4
2.33,9,7.17,4
2.33,10.13,7.17,4
2.33,11.25,7.17,4
2.33,12.38,7.17,4
2.33,13.5,7.17,4
2.33,14.63,7.17,4
2.33,15.75,7.17,4
2.33,16.88,7.17,4
2.33,18,7.17,4
2.33,19.13,7.17,4
2.33,20.25,7.17,4
2.33,21.38,7.17,4
2.33,22.5,7.17,4
2.33,23.63,7.17,4
2.33,24.75,7.17,4
2.33,25.88,7.17,4
2.33,27,7.17,4
2.33,28.13,7.17,4
2.33,29.25,7.17,4
1.32,0,7.57,5
1.32,1.13,7.57,5
1.32,2.25,7.57,5
1.32,3.38,7.57,5
1.32,4.5,7.57,5
1.32,5.63,7.57,5
1.32,6.75,7.57,5
1.32,7.88,7.57,5
1.32,9,7.57,5
1.32,10.13,7.57,5
1.32,11.25,7.57,5
1.32,12.38,7.57,5
1.32,13.5,7.57,5
1.32,14.63,7.57,5
1.32,15.75,7.57,5
1.32,16.88,7.57,5
1.32,18,7.57,5
1.32,19.13,7.57,5
1.32,20.25,7.57,5
1.32,21.38,7.57,5
1.32,22.5,7.57,5
1.32,23.63,7.57,5
1.32,24.75,7.57,5
1.32,25.88,7.57,5
1.32,27,7.57,5
1.32,28.13,7.57,5
1.32,29.25,7.57,5
0.25,0,7.82,5
0.25,1.13,7.82,5
0.25,2.25,7.82,5
0.25,3.38,7.82,5
0.25,4.5,7.82,5
0.25,5.63,7.82,5
0.25,6.75,7.82,5
0.25,7.88,7.82,5
0.25,9,7.82,5
0.25,10.13,7.82,5
0.25,11.25,7.82,5
0.25,12.38,7.82,5
0.25,13.5,7.82,5
0.25,14.63,7.82,5
0.25,15.75,7.82,5
0.25,16.88,7.82,5
0.25,18,7.82,5
0.25,19.13,7.82,5
0.25,20.25,7.82,5
0.25,21.38,7.82,5
0.25,22.5,7.82,5
0.25,23.63,7.82,5
0.25,24.75,7.82,5
0.25,25.88,7.82,5
0.25,27,7.82,5
0.25,28.13,7.82,5
0.25,29.25,7.82,5
-0.87,0,7.92,5
-0.87,1.13,7.92,5
-0.87,2.25,7.92,5
-0.87,3.38,7.92,5
-0.87,4.5,7.92,5
-0.87,5.63,7.92,5
-0.87,6.75,7.92,5
-0.87,7.88,7.92,5
-0.87,9,7.92,5
-0.87,10.13,7.92,5
-0.87,11.25,7.92,5
-0.87,12.38,7.92,5
-0.87,13.5,7.92,5
-0.87,14.63,7.92,5
-0.87,15.75,7.92,5
-0.87,16.88,7.92,5
-0.87,18,7.92,5
-0.87,19.13,7.92,5
-0.87,20.25,7.92,5
-0.87,21.38,7.92,5
-0.87,22.5,7.92,5
-0.87,23.63,7.92,5
-0.87,24.75,7.92,5
-0.87,25.88,7.92,5
-0.87,27,7.92,5
-0.87,28.13,7.92,5
-0.87,29.25,7.92,5
-2.02,0,7.85,5
-2.02,1.13,7.85,5
-2.02,2.25,7.85,5
-2.02,3.38,7.85,5
-2.02,4.5,7.85,5
-2.02,5.63,7.85,5
-2.02,6.75,7.85,5
-2.02,7.88,7.85,5
-2.02,9,7.85,5
-2.02,10.13,7.85,5
-2.02,11.25,7.85,5
-2.02,12.38,7.85,5
-2.02,13.5,7.85,5
-2.02,14.63,7.85,5
-2.02,15.75,7.85,5
-2.02,16.88,7.85,5
-2.02,18,7.85,5
-2.02,19.13,7.85,5
-2.02,20.25,7.85,5
-2.02,21.38,7.85,5
-2.02,22.5,7.85,5
-2.02,23.63,7.85,5
-2.02,24.75,7.85,5
-2.02,25.88,7.85,5
-2.02,27,7.85,5
-2.02,28.13,7.85,5
-2.02,29.25,7.85,5
-3.16,0,7.62,6
-3.16,1.13,7.62,6
-3.16,2.25,7.62,6
-3.16,3.38,7.62,6
-3.16,4.5,7.62,6
-3.16,5.63,7.62,6
-3.16,6.75,7.62,6
-3.16,7.88,7.62,6
-3.16,9,7.62,6
-3.16,10.13,7.62,6
-3.16,11.25,7.62,6
-3.16,12.38,7.62,6
-3.16,13.5,7.62,6
-3.16,14.63,7.62,6
-3.16,15.75,7.62,6
-3.16,16.88,7.62,6
-3.16,18,7.62,6
-3.16,19.13,7.62,6
-3.16,20.25,7.62,6
-3.16,21.38,7.62,6
-3.16,22.5,7.62,6
-3.16,23.63,7.62,6
-3.16,24.75,7.62,6
-3.16,25.88,7.62,6
-3.16,27,7.62,6
-3.16,28.13,7.62,6
-3.16,29.25,7.62,6
-4.27,0,7.22,6
-4.27,1.13,7.22,6
-4.27,2.25,7.22,6
-4.27,3.38,7.22,6
-4.27,4.5,7.22,6
-4.27,5.63,7.22,6
-4.27,6.75,7.22,6
-4.27,7.88,7.22,6
-4.27,9,7.22,6
-4.27,10.13,7.22,6
-4.27,11.25,7.22,6
-4.27,12.38,7.22,6
-4.27,13.5,7.22,6
-4.27,14.63,7.22,6
-4.27,15.75,7.22,6
-4.27,16.88,7.22,6
-4.27,18,7.22,6
-4.27,19.13,7.22,6
-4.27,20.25,7.22,6
-4.27,21.38,7.22,6
-4.27,22.5,7.22,6
-4.27,23.63,7.22,6
-4.27,24.75,7.22,6
-4.27,25.88,7.22,6
-4.27,27,7.22,6
-4.27,28.13,7.22,6
-4.27,29.25,7.22,6
-5.33,0,6.66,6
-5.33,1.13,6.66,6
-5.33,2.25,6.66,6
-5.33,3.38,6.66,6
-5.33,4.5,6.66,6
-5.33,5.63,6.66,6
-5.33,6.75,6.66,6
-5.33,7.88,6.66,6
-5.33,9,6.66,6
-5.33,10.13,6.66,6
-5.33,11.25,6.66,6
-5.33,12.38,6.66,6
-5.33,13.5,6.66,6
-5.33,14.63,6.66,6
-5.33,15.75,6.66,6
-5.33,16.88,6.66,6
-5.33,18,6.66,6
-5.33,19.13,6.66,6
-5.33,20.25,6.66,6
-5.33,21.38,6.66,6
-5.33,22.5,6.66,6
-5.33,23.63,6.66,6
-5.33,24.75,6.66,6
-5.33,25.88,6.66,6
-5.33,27,6.66,6
-5.33,28.13,6.66,6
-5.33,29.25,6.66,6
-6.32,0,5.94,6
-6.32,1.13,5.94,6
-6.32,2.25,5.94,6
-6.32,3.38,5.94,6
-6.32,4.5,5.94,6
-6.32,5.63,5.94,6
-6.32,6.75,5.94,6
-6.32,7.88,5.94,6
-6.32,9,5.94,6
-6.32,10.13,5.94,6
-6.32,11.25,5.94,6
-6.32,12.38,5.94,6
-6.32,13.5,5.94,6
-6.32,14.63,5.94,6
-6.32,15.75,5.94,6
-6.32,16.88,5.94,6
-6.32,18,5.94,6
-6.32,19.13,5.94,6
-6.32,20.25,5.94,6
-6.32,21.38,5.94,6
-6.32,22.5,5.94,6
-6.32,23.63,5.94,6
-6.32,24.75,5.94,6
-6.32,25.88,5.94,6
-6.32,27,5.94,6
-6.32,28.13,5.94,6
-6.32,29.25,5.94,6
-7.21,0,5.07,6
-7.21,1.13,5.07,6
-7.21,2.25,5.07,6
-7.21,3.38,5.07,6
-7.21,4.5,5.07,6
-7.21,5.63,5.07,6
-7.21,6.75,5.07,6
-7.21,7.88,5.07,6
-7.21,9,5.07,6
-7.21,10.13,5.07,6
-7.21,11.25,5.07,6
-7.21,12.38,5.07,6
-7.21,13.5,5.07,6
-7.21,14.63,5.07,6
-7.21,15.75,5.07,6
-7.21,16.88,5.07,6
-7.21,18,5.07,6
-7.21,19.13,5.07,6
-7.21,20.25,5.07,6
-7.21,21.38,5.07,6
-7.21,22.5,5.07,6
-7.21,23.63,5.07,6
-7.21,24.75,5.07,6
-7.21,25.88,5.07,6
-7.21,27,5.07,6
-7.21,28.13,5.07,6
-7.21,29.25,5.07,6
-7.98,0,4.06,7
-7.98,1.13,4.06,7
-7.98,2.25,4.06,7
-7.98,3.38,4.06,7
-7.98,4.5,4.06,7
-7.98,5.63,4.06,7
-7.98,6.75,4.06,7
-7.98,7.88,4.06,7
-7.98,9,4.06,7
-7.98,10.13,4.06,7
-7.98,11.25,4.06,7
-7.98,12.38,4.06,7
-7.98,13.5,4.06,7
-7.98,14.63,4.06,7
-7.98,15.75,4.06,7
-7.98,16.88,4.06,7
-7.98,18,4.06,7
-7.98,19.13,4.06,7
-7.98,20.25,4.06,7
-7.98,21.38,4.06,7
-7.98,22.5,4.06,7
-7.98,23.63,4.06,7
-7.98,24.75,4.06,7
-7.98,25.88,4.06,7
-7.98,27,4.06,7
-7.98,28.13,4.06,7
-7.98,29.25,4.06,7
-8.6,0,2.95,7
-8.6,1.13,2.95,7
-8.6,2.25,2.95,7
-8.6,3.38,2.95,7
-8.6,4.5,2.95,7
-8.6,5.63,2.95,7
-8.6,6.75,2.95,7
-8.6,7.88,2.95,7
-8.6,9,2.95,7
-8.6,10.13,2.95,7
-8.6,11.25,2.95,7
-8.6,12.38,2.95,7
-8.6,13.5,2.95,7
-8.6,14.63,2.95,7
-8.6,15.75,2.95,7
-8.6,16.88,2.95,7
-8.6,18,2.95,7
-8.6,19.13,2.95,7
-8.6,20.25,2.95,7
-8.6,21.38,2.95,7
-8.6,22.5,2.95,7
-8.6,23.63,2.95,7
-8.6,24.75,2.95,7
-8.6,25.88,2.95,7
-8.6,27,2.95,7
-8.6,28.13,2.95,7
-8.6,29.25,2.95,7
-9.07,0,1.73,7
-9.07,1.13,1.73,7
-9.07,2.25,1.73,7
-9.07,3.38,1.73,7
-9.07,4.5,1.73,7
-9.07,5.63,1.73,7
-9.07,6.75,1.73,7
-9.07,7.88,1.73,7
-9.07,9,1.73,7
-9.07,10.13,1.73,7
-9.07,11.25,1.73,7
-9.07,12.38,1.73,7
-9.07,13.5,1.73,7
-9.07,14.63,1.73,7
-9.07,15.75,1.73,7
-9.07,16.88,1.73,7
-9.07,18,1.73,7
-9.07,19.13,1.73,7
-9.07,20.25,1.73,7
-9.07,21.38,1.73,7
-9.07,22.5,1.73,7
-9.07,23.63,1.73,7
-9.07,24.75,1.73,7
-9.07,25.88,1.73,7
-9.07,27,1.73,7
-9.07,28.13,1.73,7
-9.07,29.25,1.73,7
-9.37,0,0.44,7
-9.37,1.13,0.44,7
-9.37,2.25,0.44,7
-9.37,3.38,0.44,7
-9.37,4.5,0.44,7
-9.37,5.63,0.44,7
-9.37,6.75,0.44,7
-9.37,7.88,0.44,7
-9.37,9,0.44,7
-9.37,10.13,0.44,7
-9.37,11.25,0.44,7
-9.37,12.38,0.44,7
-9.37,13.5,0.44,7
-9.37,14.63,0.44,7
-9.37,15.75,0.44,7
-9.37,16.88,0.44,7
-9.37,18,0.44,7
-9.37,19.13,0.44,7
-9.37,20.25,0.44,7
-9.37,21.38,0.44,7
-9.37,22.5,0.44,7
-9.37,23.63,0.44,7
-9.37,24.75,0.44,7
-9.37,25.88,0.44,7
-9.37,27,0.44,7
-9.37,28.13,0.44,7
-9.37,29.25,0.44,7
-9.48,0,-0.9,8
-9.48,1.13,-0.9,8
-9.48,2.25,-0.9,8
-9.48,3.38,-0.9,8
-9.48,4.5,-0.9,8
-9.48,5.63,-0.9,8
-9.48,6.75,-0.9,8
-9.48,7.88,-0.9,8
-9.48,9,-0.9,8
-9.48,10.13,-0.9,8
-9.48,11.25,-0.9,8
-9.48,12.38,-0.9,8
-9.48,13.5,-0.9,8
-9.48,14.63,-0.9,8
-9.48,15.75,-0.9,8
-9.48,16.88,-0.9,8
-9.48,18,-0.9,8
-9.48,19.13,-0.9,8
-9.48,20.25,-0.9,8
-9.48,21.38,-0.9,8
-9.48,22.5,-0.9,8
-9.48,23.63,-0.9,8
-9.48,24.75,-0.9,8
-9.48,25.88,-0.9,8
-9.48,27,-0.9,8
-9.48,28.13,-0.9,8
-9.48,29.25,-0.9,8
-9.39,0,-2.26,8
-9.39,1.13,-2.26,8
-9.39,2.25,-2.26,8
-9.39,3.38,-2.26,8
-9.39,4.5,-2.26,8
-9.39,5.63,-2.26,8
-9.39,6.75,-2.26,8
-9.39,7.88,-2.26,8
-9.39,9,-2.26,8
-9.39,10.13,-2.26,8
-9.39,11.25,-2.26,8
-9.39,12.38,-2.26,8
-9.39,13.5,-2.26,8
-9.39,14.63,-2.26,8
-9.39,15.75,-2.26,8
-9.39,16.88,-2.26,8
-9.39,18,-2.26,8
-9.39,19.13,-2.26,8
-9.39,20.25,-2.26,8
-9.39,21.38,-2.26,8
-9.39,22.5,-2.26,8
-9.39,23.63,-2.26,8
-9.39,24.75,-2.26,8
-9.39,25.88,-2.26,8
-9.39,27,-2.26,8
-9.39,28.13,-2.26,8
-9.39,29.25,-2.26,8
-9.11,0,-3.61,8
