Scatterplot Name,Dataset Name,Number of Entire Data,Number of Classes,Shape,Marker Size,M_distance,M_distance Calculation Time,LOF Distance,LOF Distance Calculation Time,Isolation Forest Distance,Isolation Forest Distance Calculation Time,Centroid Distance,Centroid Distance Calculation Time,Average Linkage Method Distance,Average Linkage Method Distance Calculation Time,Visibility Index,Visibility Index Calculation Time,MPix,MPix Calculation Time,Grid Density Overlap Degree,Grid Density Overlap Degree Calculation Time,Kernel Density Overlap Degree,Kernel Density Overlap Degree Calculation Time,Nearest Neighbor Distance,Nearest Neighbor Distance Calculation Time,Pairwise Bounding Box Overlap Degree,Pairwise Bounding Box Overlap Degree Calculation Time,No. Covered Data Points,No. Covered Data Points by Different Classes,No. Covered Pixels,No. Covered Pixels by Different Classes,Categories Covered Data Points by Different Classes
figure_descendingmarkersize110_clusternumber2_datanumber100_testnumbercategorylarge_repeatnumber0,clusternumber2_datanumber100_testnumbercategorylarge_repeatnumber0,200,2,['cluster'],110,0.5855745704654087,0.6033222675323486,0.5091023790275662,0.5976643562316895,1.0403431781779064,0.7333345413208008,0.422490413441743,0.4749469757080078,0.5012024489584511,0.6407437324523926,0.95,0.49837779998779297,8403,0.31167101860046387,0.0,0.27407240867614746,0.03054651573460887,0.0316777229309082,10.493879824593337,0.0019960403442382812,0.04464447233259006,2.331709623336792,0,0,823,8403,[]
figure_descendingmarkersize160_clusternumber2_datanumber100_testnumbercategorylarge_repeatnumber0,clusternumber2_datanumber100_testnumbercategorylarge_repeatnumber0,200,2,['cluster'],160,0.5138330390066492,0.6653318405151367,0.43434586995866153,0.6300666332244873,1.052164364798727,0.7730810642242432,0.35195433547178545,0.5403785705566406,0.42696112252004603,0.6362347602844238,0.92,0.2760047912597656,13785,0.43558335304260254,0.0,0.2667677402496338,0.03054651573460887,0.0292508602142334,10.493879824593337,0.0020182132720947266,0.05359565241395668,2.6421897411346436,0,0,1454,13785,[]
figure_category_basedmarkersize10_clusternumber2_datanumber100_testnumbercategorylarge_repeatnumber1,clusternumber2_datanumber100_testnumbercategorylarge_repeatnumber1,200,2,['cluster' 'lip_cluster'],10,1.0,0.6807210445404053,1.0,0.677886962890625,1.0,0.75394606590271,1.0,0.45752477645874023,1.0,0.6415348052978516,1.0,0.26742005348205566,108,0.2717404365539551,0.0,0.26701807975769043,0.02952637097773769,0.02497267723083496,12.0623055234738,0.001996755599975586,0.013143009300283429,2.961766242980957,0,0,0,108,[]
figure_category_basedmarkersize60_clusternumber2_datanumber100_testnumbercategorylarge_repeatnumber1,clusternumber2_datanumber100_testnumbercategorylarge_repeatnumber1,200,2,['cluster' 'lip_cluster'],60,0.8631264981091088,0.4726221561431885,0.7962133885253834,0.4698145389556885,1.0335679219162233,0.7743780612945557,0.8131329982757516,0.4692411422729492,0.8563234043385788,0.6097824573516846,0.995,0.28925108909606934,2897,0.4766561985015869,0.0,0.3074157238006592,0.02952637097773769,0.02510809898376465,12.0623055234738,0.003553152084350586,0.031126262562433147,3.113032341003418,0,0,96,2897,[]
figure_category_basedmarkersize110_clusternumber2_datanumber100_testnumbercategorylarge_repeatnumber1,clusternumber2_datanumber100_testnumbercategorylarge_repeatnumber1,200,2,['cluster' 'lip_cluster'],110,0.7503233703649208,0.5010695457458496,0.6437110611722323,0.4956355094909668,1.0667057610951667,0.808380126953125,0.6734955730770806,0.5810925960540771,0.7364254734542917,0.6748852729797363,0.975,0.30086851119995117,8023,0.2998778820037842,0.0,0.28755879402160645,0.02952637097773769,0.025081634521484375,12.0623055234738,0.0030264854431152344,0.04294379848983451,3.3335072994232178,1,0,353,8023,[]
figure_category_basedmarkersize160_clusternumber2_datanumber100_testnumbercategorylarge_repeatnumber1,clusternumber2_datanumber100_testnumbercategorylarge_repeatnumber1,200,2,['cluster' 'lip_cluster'],160,0.6433776724836862,0.7308139801025391,0.5149525048510635,0.5215375423431396,1.1146419601615283,0.689704418182373,0.5524527980994094,0.8710250854492188,0.6239720324388862,0.7572181224822998,0.92,0.3037574291229248,13215,0.35403895378112793,0.0,0.28760361671447754,0.02952637097773769,0.024976730346679688,12.0623055234738,0.002578258514404297,0.051521342317131354,4.050632953643799,3,0,784,13215,[]
figure_ascendingmarkersize10_clusternumber2_datanumber100_testnumbercategorylarge_repeatnumber1,clusternumber2_datanumber100_testnumbercategorylarge_repeatnumber1,200,2,['cluster' 'lip_cluster'],10,1.0,0.7534151077270508,1.0,0.5788822174072266,1.0,0.6675906181335449,1.0,0.6898753643035889,1.0,0.523582935333252,1.0,0.299802303314209,108,0.31178951263427734,0.0,0.600496768951416,0.029526370977737682,0.026140928268432617,12.0623055234738,0.0020220279693603516,0.013143009300283429,2.085573673248291,0,0,0,108,[]
figure_ascendingmarkersize60_clusternumber2_datanumber100_testnumbercategorylarge_repeatnumber1,clusternumber2_datanumber100_testnumbercategorylarge_repeatnumber1,200,2,['cluster' 'lip_cluster'],60,0.9624516656497017,0.5339949131011963,0.9606152260332901,0.5271012783050537,0.9185280986330224,0.6531422138214111,0.9665010043401728,0.717663049697876,0.9547796797727955,0.5864241123199463,0.995,0.37546420097351074,2897,0.3744015693664551,0.0,0.34600067138671875,0.029526370977737682,0.026021957397460938,12.0623055234738,0.0029964447021484375,0.031126262562433154,3.1945481300354004,0,0,96,2897,[]
figure_ascendingmarkersize110_clusternumber2_datanumber100_testnumbercategorylarge_repeatnumber1,clusternumber2_datanumber100_testnumbercategorylarge_repeatnumber1,200,2,['cluster' 'lip_cluster'],110,0.9286587695793435,0.41930317878723145,0.9211557439287406,0.7668843269348145,0.8363624755779596,0.7368569374084473,0.9364828523978983,0.7670845985412598,0.9107293783912749,0.5606873035430908,0.975,0.3173379898071289,8023,0.32929110527038574,0.0,0.3127400875091553,0.029526370977737682,0.024153709411621094,12.0623055234738,0.0029985904693603516,0.042943798489834525,2.404991865158081,1,0,353,8023,[]
figure_ascendingmarkersize160_clusternumber2_datanumber100_testnumbercategorylarge_repeatnumber1,clusternumber2_datanumber100_testnumbercategorylarge_repeatnumber1,200,2,['cluster' 'lip_cluster'],160,0.8897999389017853,0.32204484939575195,0.8767764523593033,0.757549524307251,0.7475030208654363,0.7374122142791748,0.9009587032522786,0.7111761569976807,0.8613817779131201,0.841010332107544,0.92,0.353557825088501,13215,0.3262045383453369,0.0,0.3257932662963867,0.029526370977737682,0.024419546127319336,12.0623055234738,0.0032579898834228516,0.05152134231713136,2.5440316200256348,1,0,784,13215,[]
figure_descendingmarkersize10_clusternumber2_datanumber100_testnumbercategorylarge_repeatnumber1,clusternumber2_datanumber100_testnumbercategorylarge_repeatnumber1,200,2,['cluster' 'lip_cluster'],10,1.0,0.5017557144165039,1.0,0.7269809246063232,1.0,0.6778311729431152,1.0,0.7908420562744141,1.0,0.5921304225921631,1.0,0.34030890464782715,108,0.34496426582336426,0.0,0.35825467109680176,0.029526370977737686,0.024011611938476562,12.0623055234738,0.0019986629486083984,0.013143009300283429,1.9424564838409424,0,0,0,108,[]
figure_descendingmarkersize60_clusternumber2_datanumber100_testnumbercategorylarge_repeatnumber1,clusternumber2_datanumber100_testnumbercategorylarge_repeatnumber1,200,2,['cluster' 'lip_cluster'],60,0.8625535883340745,0.7779276371002197,0.7961485558419472,0.5593953132629395,1.0334994498515242,0.6926984786987305,0.812764180442189,0.7747912406921387,0.8562045360371968,0.5423266887664795,0.995,0.349597692489624,2897,0.3298020362854004,0.0,0.33783960342407227,0.029526370977737686,0.025136232376098633,12.0623055234738,0.002057790756225586,0.031126262562433147,2.3260552883148193,0,0,96,2897,[]
figure_descendingmarkersize110_clusternumber2_datanumber100_testnumbercategorylarge_repeatnumber1,clusternumber2_datanumber100_testnumbercategorylarge_repeatnumber1,200,2,['cluster' 'lip_cluster'],110,0.7482192503480823,0.5715310573577881,0.6434673011076935,0.5548069477081299,1.0663897390631818,0.9539458751678467,0.6722108913253797,0.552985429763794,0.7359846305279869,0.564260721206665,0.975,0.3703134059906006,8023,0.3682239055633545,0.0,0.36481142044067383,0.029526370977737686,0.02548837661743164,12.0623055234738,0.002002239227294922,0.042943798489834525,2.60970401763916,0,0,353,8023,[]
figure_descendingmarkersize160_clusternumber2_datanumber100_testnumbercategorylarge_repeatnumber1,clusternumber2_datanumber100_testnumbercategorylarge_repeatnumber1,200,2,['cluster' 'lip_cluster'],160,0.6393070824705065,0.575758695602417,0.5144986148350956,0.8237459659576416,1.113764165027225,0.6909747123718262,0.5499941955497321,0.5849308967590332,0.6231125715775966,0.8008735179901123,0.92,0.3816254138946533,13215,0.10596060752868652,0.0,0.3535764217376709,0.029526370977737686,0.024991512298583984,12.0623055234738,0.002039670944213867,0.05152134231713135,2.872321128845215,0,0,784,13215,[]
figure_category_basedmarkersize10_clusternumber2_datanumber100_testnumbercategorylarge_repeatnumber2,clusternumber2_datanumber100_testnumbercategorylarge_repeatnumber2,200,2,['cluster' 'three_order'],10,0.9404741240330501,0.30923032760620117,0.9239789529635025,0.8160204887390137,1.0107472190760323,0.6770181655883789,0.9201278532729092,0.5884087085723877,0.939676003336176,0.54801344871521,1.0,0.35468101501464844,259,0.35756778717041016,0.0,0.3525674343109131,0.030378653874231602,0.030513525009155273,5.8106794730573235,0.002122163772583008,0.022729842248533447,2.948699712753296,0,0,6,259,[]
figure_category_basedmarkersize60_clusternumber2_datanumber100_testnumbercategorylarge_repeatnumber2,clusternumber2_datanumber100_testnumbercategorylarge_repeatnumber2,200,2,['cluster' 'three_order'],60,0.6458575388704146,0.5887911319732666,0.5743660356044039,0.6017622947692871,1.1310623429357056,0.7264025211334229,0.564742878150388,0.5894021987915039,0.6298314453844303,0.5717892646789551,0.955,0.38588547706604004,4656,0.37447214126586914,0.0,0.35884761810302734,0.030378653874231602,0.02893543243408203,5.8106794730573235,0.002122163772583008,0.05211602826396167,3.361929178237915,3,0,239,4656,[]
figure_category_basedmarkersize110_clusternumber2_datanumber100_testnumbercategorylarge_repeatnumber2,clusternumber2_datanumber100_testnumbercategorylarge_repeatnumber2,200,2,['cluster' 'three_order'],110,0.44921251974074894,0.865900993347168,0.36895151730474496,0.6511316299438477,1.3872850286180602,0.7219810485839844,0.3631866473145583,0.5787656307220459,0.4262064350984581,0.6008083820343018,0.9,0.39507102966308594,9984,0.10192513465881348,0.0,0.37726759910583496,0.030378653874231602,0.027518510818481445,5.8106794730573235,0.001997709274291992,0.06636580489590305,3.3943684101104736,3,0,844,9984,[]
figure_category_basedmarkersize160_clusternumber2_datanumber100_testnumbercategorylarge_repeatnumber2,clusternumber2_datanumber100_testnumbercategorylarge_repeatnumber2,200,2,['cluster' 'three_order'],160,0.37107594506882857,0.6062424182891846,0.2897713482500057,0.9112348556518555,1.79539667593489,0.7323915958404541,0.28374870614558834,0.6337645053863525,0.3402002882150522,0.6813216209411621,0.84,0.496654748916626,14334,0.4336578845977783,0.0,0.09541654586791992,0.030378653874231602,0.028231382369995117,5.8106794730573235,0.0019686222076416016,0.07611676026678224,3.680802822113037,9,1,1505,14334,"[{'category': 'group_1', 'number': 1}]"
figure_ascendingmarkersize10_clusternumber2_datanumber100_testnumbercategorylarge_repeatnumber2,clusternumber2_datanumber100_testnumbercategorylarge_repeatnumber2,200,2,['cluster' 'three_order'],10,0.998503636712686,0.3093907833099365,0.9834616428128313,0.6061832904815674,0.9711353737950192,0.709313154220581,0.9994866019844404,0.9118106365203857,0.9910401895209031,0.6213974952697754,1.0,0.4173867702484131,259,0.10964727401733398,0.0,0.38189029693603516,0.030378653874231602,0.02696967124938965,5.8106794730573235,0.0019941329956054688,0.022729842248533447,2.1120057106018066,0,0,6,259,[]
figure_ascendingmarkersize60_clusternumber2_datanumber100_testnumbercategorylarge_repeatnumber2,clusternumber2_datanumber100_testnumbercategorylarge_repeatnumber2,200,2,['cluster' 'three_order'],60,0.9207224956280919,0.5960302352905273,0.8744540882689384,0.5995335578918457,0.7694967915803776,0.7306523323059082,0.9446166743082862,0.6013984680175781,0.9153207352052831,0.6788647174835205,0.955,0.44683194160461426,4656,0.41078829765319824,0.0,0.4458956718444824,0.030378653874231602,0.03050065040588379,5.8106794730573235,0.0029997825622558594,0.05211602826396165,2.5690503120422363,1,0,239,4656,[]
figure_ascendingmarkersize110_clusternumber2_datanumber100_testnumbercategorylarge_repeatnumber2,clusternumber2_datanumber100_testnumbercategorylarge_repeatnumber2,200,2,['cluster' 'three_order'],110,0.8204125300078684,0.6278588771820068,0.7651627416628202,0.6080617904663086,0.5711168246833127,0.7418830394744873,0.8696851863272403,0.6284451484680176,0.8292339487281931,0.6417393684387207,0.9,0.4118332862854004,9984,0.4249083995819092,0.0,0.4299437999725342,0.030378653874231602,0.02773427963256836,5.8106794730573235,0.003010988235473633,0.06636580489590307,2.6831414699554443,1,0,844,9984,[]
figure_ascendingmarkersize160_clusternumber2_datanumber100_testnumbercategorylarge_repeatnumber2,clusternumber2_datanumber100_testnumbercategorylarge_repeatnumber2,200,2,['cluster' 'three_order'],160,0.7574833189666736,0.32349109649658203,0.7049120981491972,0.9902358055114746,0.46808488229908896,0.5005004405975342,0.8208284232796703,0.9351229667663574,0.7768423104939428,0.6311967372894287,0.84,0.10508441925048828,14334,0.41060543060302734,0.0,0.41095590591430664,0.030378653874231602,0.02899456024169922,5.8106794730573235,0.002681255340576172,0.07611676026678225,2.6919028759002686,4,0,1505,14334,[]
figure_descendingmarkersize10_clusternumber2_datanumber100_testnumbercategorylarge_repeatnumber2,clusternumber2_datanumber100_testnumbercategorylarge_repeatnumber2,200,2,['cluster' 'three_order'],10,0.9404200819928599,0.6101949214935303,0.9239750422749086,0.6144094467163086,1.010747157983013,0.7187469005584717,0.9200936684667902,0.925546407699585,0.93966561753096,0.302138090133667,1.0,0.37746405601501465,259,0.36740541458129883,0.0,0.37128686904907227,0.030378653874231602,0.02803802490234375,5.8106794730573235,0.002079486846923828,0.022729842248533447,2.1140363216400146,0,0,6,259,[]
figure_descendingmarkersize60_clusternumber2_datanumber100_testnumbercategorylarge_repeatnumber2,clusternumber2_datanumber100_testnumbercategorylarge_repeatnumber2,200,2,['cluster' 'three_order'],60,0.6435917963863687,0.30000925064086914,0.574005970023115,0.5896546840667725,1.1308537684335414,0.9633724689483643,0.5630503275252019,0.3175160884857178,0.6292380145436778,1.0150933265686035,0.955,0.10614371299743652,4656,0.4092741012573242,0.0,0.4148242473602295,0.030378653874231602,0.029000043869018555,5.8106794730573235,0.0026826858520507812,0.05211602826396167,2.3535470962524414,0,0,239,4656,[]
figure_descendingmarkersize110_clusternumber2_datanumber100_testnumbercategorylarge_repeatnumber2,clusternumber2_datanumber100_testnumbercategorylarge_repeatnumber2,200,2,['cluster' 'three_order'],110,0.44420657366473815,0.6452527046203613,0.3682472140615868,0.6636776924133301,1.3824047259136076,0.4300999641418457,0.3596681992960129,1.0114858150482178,0.42484352225262156,0.31100964546203613,0.9,0.43367910385131836,9984,0.436474084854126,0.0,0.42478275299072266,0.030378653874231602,0.027424097061157227,5.8106794730573235,0.0030205249786376953,0.06636580489590306,2.468782424926758,0,0,844,9984,[]
figure_descendingmarkersize160_clusternumber2_datanumber100_testnumbercategorylarge_repeatnumber2,clusternumber2_datanumber100_testnumbercategorylarge_repeatnumber2,200,2,['cluster' 'three_order'],160,0.3641995543495876,0.32097482681274414,0.28886531334965804,0.6449339389801025,1.7707468782289317,1.1230862140655518,0.2791337926990516,0.3516256809234619,0.33829052473299726,0.6410799026489258,0.84,0.4452688694000244,14334,0.46596336364746094,0.0,0.44467687606811523,0.030378653874231602,0.027027368545532227,5.8106794730573235,0.0020074844360351562,0.07611676026678224,2.586160659790039,1,1,1505,14334,"[{'category': 'group_1', 'number': 1}]"
figure_category_basedmarkersize10_clusternumber2_datanumber100_testnumbercategorymedium_repeatnumber0,clusternumber2_datanumber100_testnumbercategorymedium_repeatnumber0,200,2,['three_order'],10,0.8446403032407273,0.2990701198577881,0.8781059392466397,0.623150110244751,0.9140339889980871,0.7505378723144531,0.8836911532959282,0.6850054264068604,0.8706043947794747,0.6207766532897949,0.975,0.44528818130493164,279,0.43968892097473145,0.0,0.09655070304870605,0.02982603950476761,0.03605246543884277,5.698208975987789,0.002014636993408203,0.023410526773635306,2.8566689491271973,2,1,39,279,"[{'category': 'group_1', 'number': 1}]"
figure_category_basedmarkersize60_clusternumber2_datanumber100_testnumbercategorymedium_repeatnumber0,clusternumber2_datanumber100_testnumbercategorymedium_repeatnumber0,200,2,['three_order'],60,0.6137987353649845,0.6535501480102539,0.653954839055812,0.6489183902740479,0.7625260860181017,0.8293824195861816,0.6436122320132445,0.649972677230835,0.6323748517594219,0.6533386707305908,0.97,0.4668855667114258,4568,0.09354162216186523,0.0,0.4336729049682617,0.02982603950476761,0.03501176834106445,5.698208975987789,0.0025441646575927734,0.04572146390161335,3.1240813732147217,2,1,722,4568,"[{'category': 'group_1', 'number': 1}]"
figure_category_basedmarkersize110_clusternumber2_datanumber100_testnumbercategorymedium_repeatnumber0,clusternumber2_datanumber100_testnumbercategorymedium_repeatnumber0,200,2,['three_order'],110,0.48633745106773474,0.6767776012420654,0.5143446290229496,0.3122391700744629,0.6348518767795042,0.7777194976806641,0.5153331484336081,0.6749053001403809,0.49695999011454317,0.6546378135681152,0.9,0.4664292335510254,10546,0.4705033302307129,0.0,0.08722496032714844,0.02982603950476761,0.03570103645324707,5.698208975987789,0.001999378204345703,0.05888300681382339,3.2455084323883057,5,1,2063,10546,"[{'category': 'group_1', 'number': 1}]"
figure_category_basedmarkersize160_clusternumber2_datanumber100_testnumbercategorymedium_repeatnumber0,clusternumber2_datanumber100_testnumbercategorymedium_repeatnumber0,200,2,['three_order'],160,0.4228944261538701,0.6832220554351807,0.4470339452580867,0.6694817543029785,0.5856260934109669,0.8155231475830078,0.4443844934070761,0.6729574203491211,0.42822545944927537,0.6736161708831787,0.865,0.47191691398620605,15846,0.10303974151611328,0.0,0.46026086807250977,0.02982603950476761,0.03543376922607422,5.698208975987789,0.002981424331665039,0.06820924615203129,3.6331627368927,8,1,3431,15846,"[{'category': 'group_1', 'number': 1}]"
figure_ascendingmarkersize10_clusternumber2_datanumber100_testnumbercategorymedium_repeatnumber0,clusternumber2_datanumber100_testnumbercategorymedium_repeatnumber0,200,2,['three_order'],10,0.865945935321699,0.6532196998596191,0.8827906402226452,0.8281924724578857,0.8688275349074365,0.810901403427124,0.8541492899440026,0.2943713665008545,0.8675607823224454,0.6566674709320068,0.975,0.4722321033477783,279,0.47953295707702637,0.0,0.0913996696472168,0.02982603950476761,0.03559374809265137,5.698208975987789,0.003108978271484375,0.023410526773635306,2.289576530456543,2,1,39,279,"[{'category': 'group_0', 'number': 1}]"
figure_ascendingmarkersize60_clusternumber2_datanumber100_testnumbercategorymedium_repeatnumber0,clusternumber2_datanumber100_testnumbercategorymedium_repeatnumber0,200,2,['three_order'],60,0.6625549890572531,0.6828856468200684,0.6618405070068918,0.6784811019897461,0.6162825371920742,0.8118140697479248,0.625062103706251,0.300445556640625,0.6472379131921554,0.706031084060669,0.97,0.4868967533111572,4568,0.49471068382263184,0.0,0.09004068374633789,0.02982603950476761,0.03471875190734863,5.698208975987789,0.0031032562255859375,0.04572146390161336,2.3539342880249023,2,1,722,4568,"[{'category': 'group_0', 'number': 1}]"
figure_ascendingmarkersize110_clusternumber2_datanumber100_testnumbercategorymedium_repeatnumber0,clusternumber2_datanumber100_testnumbercategorymedium_repeatnumber0,200,2,['three_order'],110,0.5415721141071557,0.7125997543334961,0.5233024550202616,0.31798362731933594,0.4529073499745657,0.8196489810943604,0.5020312247061525,0.6729097366333008,0.5173413370489204,0.6973876953125,0.9,0.5022594928741455,10546,0.5063502788543701,0.0,0.09132862091064453,0.02982603950476761,0.03498339653015137,5.698208975987789,0.0019948482513427734,0.058883006813823406,2.571119546890259,5,1,2063,10546,"[{'category': 'group_0', 'number': 1}]"
figure_ascendingmarkersize160_clusternumber2_datanumber100_testnumbercategorymedium_repeatnumber0,clusternumber2_datanumber100_testnumbercategorymedium_repeatnumber0,200,2,['three_order'],160,0.4789610171711357,0.724351167678833,0.45625596504215415,0.7138750553131104,0.3767636073139232,0.4421265125274658,0.44034231086015196,0.7100272178649902,0.4527634228432249,0.703777551651001,0.865,0.539344310760498,15846,0.5142092704772949,0.0,0.09372162818908691,0.02982603950476761,0.035566091537475586,5.698208975987789,0.0020263195037841797,0.0682092461520313,2.816770076751709,6,1,3431,15846,"[{'category': 'group_0', 'number': 1}]"
figure_descendingmarkersize10_clusternumber2_datanumber100_testnumbercategorymedium_repeatnumber0,clusternumber2_datanumber100_testnumbercategorymedium_repeatnumber0,200,2,['three_order'],10,0.8233566225228921,0.6966290473937988,0.8718140225762214,0.6923115253448486,0.962437465484349,0.8516049385070801,0.8897570414274691,0.29257798194885254,0.8796043683793665,0.6804344654083252,0.975,0.5030820369720459,279,0.5348114967346191,0.0,0.0903785228729248,0.029826039504767605,0.03668498992919922,5.698208975987789,0.002073526382446289,0.023410526773635306,2.377110242843628,2,1,39,279,"[{'category': 'group_1', 'number': 1}]"
