Scatterplot Name,Dataset Name,Number of Entire Data,Number of Classes,Shape,Marker Size,M_distance,M_distance Calculation Time,LOF Distance,LOF Distance Calculation Time,Isolation Forest Distance,Isolation Forest Distance Calculation Time,Centroid Distance,Centroid Distance Calculation Time,Average Linkage Method Distance,Average Linkage Method Distance Calculation Time,Complete Linkage Method Distance,Complete Linkage Method Distance Calculation Time,Single Linkage Method Distance,Single Linkage Method Distance Calculation Time,Leverage Score Distance,Leverage Score Distance Calculation Time,Cook Distance,Cook Distance Calculation Time,Orthogonal Distance to Lowess Line,Orthogonal Distance to Lowess Line Calculation Time,Vertical Distance to Lowess Line,Vertical Distance to Lowess Line Calculation Time,Horizontal Distance to Lowess Line,Horizontal Distance to Lowess Line Calculation Time,Visibility Index,Visibility Index Calculation Time,MPix,MPix Calculation Time,Grid Density Overlap Degree,Grid Density Overlap Degree Calculation Time,Kernel Density Overlap Degree,Kernel Density Overlap Degree Calculation Time,Nearest Neighbor Distance,Nearest Neighbor Distance Calculation Time,Pairwise Bounding Box Overlap Degree,Pairwise Bounding Box Overlap Degree Calculation Time,No. Covered Data Points,No. Covered Data Points by Different Classes,Categories Covered Data Points by Different Classes,well-separated
figure_category_basedmarkersize20_clusternumber2_datanumber100_testnumbercategorylarge_repeatnumber1,clusternumber2_datanumber100_testnumbercategorylarge_repeatnumber1,200,2,['cluster' 'lip_cluster'],20,0.92532266845593,0.5569064617156982,0.9049438690301519,0.7922790050506592,0.9497774256245604,0.6707611083984375,0.9156871761455831,0.8030526638031006,0.9220662393859482,0.5174984931945801,0.9312054248359048,0.5041322708129883,0.9849075072914582,0.714432954788208,0.901737558200893,0.5109610557556152,0.8757698961259224,0.4987127780914306,0.9481443536305958,1.137868881225586,0.8914673120497855,0.7230179309844971,0.995126192202452,0.5103938579559326,1.0,0.3197827339172363,377,0.3342297077178955,0.0,0.3331696987152099,0.0244019594857336,0.0239894390106201,13.268536075821167,0.0030047893524169,0.017059851287838036,2.834298610687256,0,0,[],1-class-1-cluster
figure_category_basedmarkersize50_clusternumber2_datanumber100_testnumbercategorylarge_repeatnumber1,clusternumber2_datanumber100_testnumbercategorylarge_repeatnumber1,200,2,['cluster' 'lip_cluster'],50,0.7654018127346236,0.5467183589935303,0.6934980088311924,0.5514786243438721,0.912748126112054,0.6555886268615723,0.7155153414287357,0.5131485462188721,0.7555737406090242,0.5171329975128174,0.8266183784933152,0.732419490814209,0.9372779802007116,0.5109388828277588,0.736376266088635,0.5135922431945801,0.5418851417315639,0.7773537635803223,0.84260669770519,1.1879222393035889,0.6630271425865859,0.551184892654419,0.9813148632808908,0.5353591442108154,1.0,0.3516168594360351,1697,0.3390455245971679,0.0,0.3432681560516357,0.0244019594857336,0.0260188579559326,13.268536075821167,0.0030910968780517,0.02561060271934976,2.9599802494049072,0,0,[],1-class-1-cluster
figure_ascendingmarkersize10_clusternumber2_datanumber100_testnumbercategorylarge_repeatnumber1,clusternumber2_datanumber100_testnumbercategorylarge_repeatnumber1,200,2,['cluster' 'lip_cluster'],10,0.9786958847409843,0.549994945526123,0.9768541473556696,0.8026683330535889,0.9652601006236444,0.670729398727417,0.9816908248828082,0.5443456172943115,0.976660067356882,0.5470821857452393,0.9678260772704622,0.5467278957366943,0.9956752606044676,0.5438218116760254,0.9766260838495348,0.8072240352630615,0.9930364755175276,0.5424039363861084,0.9782067828172475,1.1873700618743896,0.9814259835582766,0.5589735507965088,0.9974241024086712,0.5651252269744873,1.0,0.3568477630615234,96,0.3594727516174316,0.0,0.3530242443084717,0.0244019594857336,0.0241000652313232,13.268536075821167,0.0020999908447265,0.012779537664351276,2.039525032043457,0,0,[],1-class-1-cluster
figure_ascendingmarkersize20_clusternumber2_datanumber100_testnumbercategorylarge_repeatnumber1,clusternumber2_datanumber100_testnumbercategorylarge_repeatnumber1,200,2,['cluster' 'lip_cluster'],20,0.9513872732409012,0.5836405754089355,0.9502111313625409,0.5781464576721191,0.9201912380115864,0.6647219657897949,0.9572623562811816,0.8201391696929932,0.9478689760817868,0.5551779270172119,0.9339094530012774,0.5674211978912354,0.9849493303028688,0.5533242225646973,0.9521145176256396,0.5683507919311523,0.9829233149171412,0.5646519660949707,0.9551173437748084,1.1985297203063965,0.9543458074238088,0.8402612209320068,0.939832362490002,0.5686831474304199,1.0,0.3802113533020019,377,0.3822169303894043,0.0,0.0950806140899658,0.0244019594857336,0.0249831676483154,13.268536075821167,0.0018975734710693,0.017059851287838036,2.1146371364593506,0,0,[],1-class-1-cluster
figure_ascendingmarkersize50_clusternumber2_datanumber100_testnumbercategorylarge_repeatnumber1,clusternumber2_datanumber100_testnumbercategorylarge_repeatnumber1,200,2,['cluster' 'lip_cluster'],50,0.883753409121809,0.8750016689300537,0.8756257640665862,0.5940990447998047,0.7944214873337799,0.7024567127227783,0.8971795304152931,0.5609571933746338,0.8685793744339637,0.5790088176727295,0.8443122497086752,0.5750160217285156,0.9502032687721402,0.5839536190032959,0.8842075122255779,0.5782942771911621,0.9587645862592332,0.5758328437805176,0.9082707790161105,1.477269411087036,0.8996417589221261,0.5605440139770508,0.8399092104957366,0.5703339576721191,1.0,0.3748757839202881,1697,0.1000304222106933,0.0,0.382587194442749,0.0244019594857336,0.0240042209625244,13.268536075821167,0.0036351680755615,0.025610602719349763,2.2595207691192627,0,0,[],1-class-1-cluster
figure_descendingmarkersize10_clusternumber2_datanumber100_testnumbercategorylarge_repeatnumber1,clusternumber2_datanumber100_testnumbercategorylarge_repeatnumber1,200,2,['cluster' 'lip_cluster'],10,0.9781236919755444,0.5985608100891113,0.9767982229065563,0.5724375247955322,0.9654484482842752,0.9761621952056884,0.9813364455838046,0.5816760063171387,0.9765144336138856,0.5713284015655518,0.9677970552490676,0.5850813388824463,0.9957331855055273,0.5609085559844971,0.9762328620057245,0.5975112915039062,0.9925293892692852,0.6026802062988281,0.9786196801133861,1.242194414138794,0.9809398905628878,0.6052587032318115,0.997357266056386,0.5850527286529541,1.0,0.395693302154541,96,0.3938996791839599,0.0,0.0939218997955322,0.0244019594857336,0.0251259803771972,13.268536075821167,0.0029089450836181,0.012779537664351276,2.092848539352417,0,0,[],1-class-1-cluster
figure_descendingmarkersize20_clusternumber2_datanumber100_testnumbercategorylarge_repeatnumber1,clusternumber2_datanumber100_testnumbercategorylarge_repeatnumber1,200,2,['cluster' 'lip_cluster'],20,0.9247876323109174,0.6112914085388184,0.9049104604112705,0.8996047973632812,0.950222855284248,0.7232413291931152,0.9154055781919256,0.5928926467895508,0.9219420904985888,0.2987263202667236,0.9312088827919532,0.8805239200592041,0.985042087001444,0.5994818210601807,0.901524139660361,0.6014466285705566,0.8753944045336743,0.2983360290527344,0.948645926189029,1.730405330657959,0.8909482336260298,0.6143186092376709,0.9945341324283417,0.303206205368042,1.0,0.390956163406372,377,0.4135568141937256,0.0,0.3979284763336181,0.0244019594857336,0.0246233940124511,13.268536075821167,0.003009557723999,0.017059851287838036,2.1274240016937256,0,0,[],1-class-1-cluster
figure_descendingmarkersize50_clusternumber2_datanumber100_testnumbercategorylarge_repeatnumber1,clusternumber2_datanumber100_testnumbercategorylarge_repeatnumber1,200,2,['cluster' 'lip_cluster'],50,0.7635613627923952,0.6278607845306396,0.6933963998982571,0.6460368633270264,0.9137074404680646,0.7310094833374023,0.7147133969793859,0.6024370193481445,0.7552139189755998,0.6030690670013428,0.8266005232477618,0.6057450771331787,0.9381983390292814,0.5935468673706055,0.7353224669046343,0.3027868270874023,0.5408326239916899,0.9138073921203612,0.8429171213477646,0.9231538772583008,0.6622524897188795,0.9309642314910888,0.9798899587789376,0.3082883358001709,1.0,0.4228484630584717,1697,0.4315154552459717,0.0,0.4114956855773926,0.0244019594857336,0.0249621868133544,13.268536075821167,0.0019886493682861,0.025610602719349763,2.23335075378418,0,0,[],1-class-1-cluster
figure_category_basedmarkersize10_clusternumber2_datanumber100_testnumbercategorylarge_repeatnumber2,clusternumber2_datanumber100_testnumbercategorylarge_repeatnumber2,200,2,['cluster' 'three_order'],10,0.8895201756692865,0.6698522567749023,0.8692128041681549,0.6529428958892822,0.9142989327808724,0.4288232326507568,0.8631137502459806,0.5893776416778564,0.8701777239756524,0.9167313575744628,0.8792588500437042,0.2935967445373535,0.9677511281925706,0.9482605457305908,0.9083672520645388,0.2998466491699219,0.7514935043127297,0.6158039569854736,0.9775612960335656,1.330188274383545,0.9812224203860884,0.2985279560089111,0.9898749853341632,0.6173233985900879,0.995,0.4098665714263916,235,0.4192726612091064,0.0,0.4333822727203369,0.0251063255158938,0.028003454208374,6.39174742036306,0.0019788742065429,0.021450246276596294,2.8526384830474854,0,0,[],1-class-1-cluster
figure_category_basedmarkersize20_clusternumber2_datanumber100_testnumbercategorylarge_repeatnumber2,clusternumber2_datanumber100_testnumbercategorylarge_repeatnumber2,200,2,['cluster' 'three_order'],20,0.7794649231960912,0.6397089958190918,0.7456826735476092,0.3123459815979004,0.8472611271106212,0.7445392608642578,0.7321537916414649,0.6231558322906494,0.7494738945555728,0.9511892795562744,0.7696458403309387,0.292565107345581,0.920076706729728,0.6256039142608643,0.8166690358174097,0.6208653450012207,0.5652624404385774,0.6179792881011963,0.9422480470514272,1.0296614170074463,0.9496371706790916,0.9619138240814208,0.943273374789945,0.306495189666748,0.985,0.4347198009490967,987,0.4482097625732422,0.0,0.4457051753997803,0.0251063255158938,0.0286364555358886,6.39174742036306,0.0021088123321533,0.03233427445141261,2.5868470668792725,0,0,[],1-class-1-cluster
figure_category_basedmarkersize50_clusternumber2_datanumber100_testnumbercategorylarge_repeatnumber2,clusternumber2_datanumber100_testnumbercategorylarge_repeatnumber2,200,2,['cluster' 'three_order'],50,0.5823942306095258,0.6647565364837646,0.5286152617711148,1.0009562969207764,0.7907690993265585,0.4283719062805176,0.5148812380816685,0.624922513961792,0.5515846631973336,0.6373112201690674,0.5992081701551896,0.6530249118804932,0.8039675415670898,0.6712217330932617,0.6678711006864424,0.7282938957214355,0.3171681273858183,0.7280802726745605,0.553857791964094,1.2541654109954834,0.47341562598062,0.7813515663146973,0.8649234682417898,0.8118722438812256,0.965,0.5165293216705322,3314,0.4843902587890625,0.0,0.4604878425598144,0.0251063255158938,0.0280091762542724,6.39174742036306,0.0021331310272216,0.045506571695723065,2.95031476020813,3,0,[],1-class-1-cluster
figure_ascendingmarkersize10_clusternumber2_datanumber100_testnumbercategorylarge_repeatnumber2,clusternumber2_datanumber100_testnumbercategorylarge_repeatnumber2,200,2,['cluster' 'three_order'],10,0.9427408828071164,0.7096152305603027,0.9219779539040908,0.6835794448852539,0.8818827646780579,0.8248491287231445,0.934189099898079,0.6789047718048096,0.9145721324597714,0.6563365459442139,0.9057753672148668,0.6899034976959229,0.967295165826255,0.6645522117614746,0.92943680337514,0.6709690093994141,0.9739484999917828,0.317180871963501,0.9735103461823467,1.16125750541687,0.9760746639868476,0.6923000812530518,0.986244076526164,0.7277207374572754,0.995,0.4785120487213135,235,0.5012736320495605,0.0,0.0944077968597412,0.0251063255158938,0.0289983749389648,6.39174742036306,0.0021071434020996,0.021450246276596294,2.204878807067871,0,0,[],1-class-1-cluster
figure_ascendingmarkersize20_clusternumber2_datanumber100_testnumbercategorylarge_repeatnumber2,clusternumber2_datanumber100_testnumbercategorylarge_repeatnumber2,200,2,['cluster' 'three_order'],20,0.8862224935793375,0.6747002601623535,0.8475432831933,0.6870560646057129,0.7792861923217085,0.4160432815551758,0.8708535359038958,0.6535377502441406,0.8368664073365977,0.6659760475158691,0.8230451648020815,0.6531367301940918,0.918847676538884,0.6251773834228516,0.8595626181026295,0.6062803268432617,0.9491157745021416,0.632742166519165,0.9366759379710003,1.05377197265625,0.9413908709894596,0.68092942237854,0.9400930491535964,0.307417631149292,0.985,0.4434328079223633,987,0.4452643394470215,0.0,0.0967090129852294,0.0251063255158938,0.0276389122009277,6.39174742036306,0.0030171871185302,0.03233427445141262,2.204289436340332,0,0,[],1-class-1-cluster
figure_ascendingmarkersize50_clusternumber2_datanumber100_testnumbercategorylarge_repeatnumber2,clusternumber2_datanumber100_testnumbercategorylarge_repeatnumber2,200,2,['cluster' 'three_order'],50,0.7914326179915283,0.6686899662017822,0.7332944392321128,0.6904158592224121,0.6177345639464391,0.7986299991607666,0.7797136209560324,0.2935988903045654,0.7314621877289009,0.6713383197784424,0.714155786255406,0.6779282093048096,0.8257494351686798,0.6296687126159668,0.7390276455790019,0.6719410419464111,0.9239571102935584,0.6898891925811768,0.8762686934649709,1.051121950149536,0.8849405254941567,0.3043174743652344,0.8741419899647208,0.6313376426696777,0.965,0.4521384239196777,3314,0.4439055919647217,0.0,0.4516322612762451,0.0251063255158938,0.0276961326599121,6.39174742036306,0.0032212734222412,0.04550657169572307,1.9521174430847168,1,0,[],1-class-1-cluster
figure_descendingmarkersize10_clusternumber2_datanumber100_testnumbercategorylarge_repeatnumber2,clusternumber2_datanumber100_testnumbercategorylarge_repeatnumber2,200,2,['cluster' 'three_order'],10,0.8888229202646695,0.9829597473144532,0.8691523021645001,0.6752691268920898,0.914357691528757,0.873253345489502,0.8628679224564173,0.3167133331298828,0.870052177503989,0.7898132801055908,0.8792201580398721,1.6768403053283691,0.9673561801404084,1.4927029609680176,0.9081217362515572,1.5372974872589111,0.7505387693754838,0.6159458160400391,0.9776335985269414,2.382080316543579,0.98076902207375,1.5632286071777344,0.9899036588047164,1.4008355140686035,0.995,1.0575323104858398,235,0.1937897205352783,0.0,1.070986270904541,0.0251063255158938,0.0552270412445068,6.39174742036306,0.0040004253387451,0.021450246276596294,4.679126024246216,0,0,[],1-class-1-cluster
figure_descendingmarkersize20_clusternumber2_datanumber100_testnumbercategorylarge_repeatnumber2,clusternumber2_datanumber100_testnumbercategorylarge_repeatnumber2,200,2,['cluster' 'three_order'],20,0.7777215882781542,0.6052026748657227,0.745508949057408,1.3125739097595217,0.847265284258475,1.6523337364196775,0.7312789052571549,1.4816997051239014,0.7491087255413116,1.47064208984375,0.769473858341932,0.5649423599243164,0.9194882048115148,1.521385908126831,0.8158884496622998,1.4983222484588623,0.5633350960799393,1.4440972805023191,0.9423166849714328,2.497429132461548,0.9489396222580836,0.6727554798126221,0.942768471993421,1.5031116008758545,0.985,0.4718067646026611,987,0.0925357341766357,0.0,0.470560073852539,0.0251063255158938,0.0280616283416748,6.39174742036306,0.0021781921386718,0.03233427445141261,2.185884952545166,0,0,[],1-class-1-cluster
figure_descendingmarkersize50_clusternumber2_datanumber100_testnumbercategorylarge_repeatnumber2,clusternumber2_datanumber100_testnumbercategorylarge_repeatnumber2,200,2,['cluster' 'three_order'],50,0.5790738694146669,0.3018085956573486,0.5281901523196487,0.6816420555114746,0.7907634864193862,0.840836763381958,0.5129888631802955,0.6715466976165771,0.5508352194730646,0.6760063171386719,0.5988693469872357,0.2961692810058594,0.8055184400130593,0.6784665584564209,0.6663490900168019,0.6979019641876221,0.3145572932126457,0.6745462417602539,0.552098429455748,0.6980583667755127,0.4717289499340745,0.6490602493286133,0.8582066547619873,0.6553690433502197,0.965,0.4630904197692871,3314,0.0932464599609375,0.0,0.4447245597839355,0.0251063255158938,0.0275626182556152,6.39174742036306,0.0021510124206542,0.04550657169572308,3.091715097427368,0,0,[],1-class-1-cluster
figure_category_basedmarkersize10_clusternumber2_datanumber100_testnumbercategorymedium_repeatnumber0,clusternumber2_datanumber100_testnumbercategorymedium_repeatnumber0,200,2,['three_order'],10,0.7148623869949142,0.3571400642395019,0.7624143297964383,1.0123395919799805,0.8067797373064651,0.923248052597046,0.756370843313377,1.0492329597473145,0.7464951603340793,1.1535885334014893,0.7642962093404868,0.3392014503479004,0.928035735892094,1.0126323699951172,0.7665995477610387,1.0387091636657717,0.6092067667387802,1.0864529609680176,0.7381527690525501,0.6070311069488525,0.770380164112834,0.7727136611938477,0.9598646235123584,0.8088588714599609,0.98,0.6916444301605225,229,0.1343820095062255,0.0,0.6855297088623047,0.0246496194254277,0.045926809310913,6.268029873586574,0.0043275356292724,0.021155383505299104,3.661257743835449,1,0,[],no
figure_category_basedmarkersize20_clusternumber2_datanumber100_testnumbercategorymedium_repeatnumber0,clusternumber2_datanumber100_testnumbercategorymedium_repeatnumber0,200,2,['three_order'],20,0.5959499600399456,0.9176580905914308,0.6308816977800991,1.0241930484771729,0.6579389157040183,1.0544331073760986,0.6468244223698185,0.3383204936981201,0.6225236385234227,1.121185064315796,0.633933891225053,1.0297088623046875,0.8269757955080704,1.132335186004639,0.6471936663653487,0.3893258571624756,0.5290349742213482,0.9912700653076172,0.6219236418678183,1.5907139778137207,0.6352818547990726,0.3118734359741211,0.8930693947292766,0.7999751567840576,0.97,0.607208251953125,935,0.0950269699096679,0.0,0.6935634613037109,0.0246496194254277,0.0504674911499023,6.268029873586574,0.0039923191070556,0.02951307804252868,4.697344779968262,1,0,[],no
figure_category_basedmarkersize50_clusternumber2_datanumber100_testnumbercategorymedium_repeatnumber0,clusternumber2_datanumber100_testnumbercategorymedium_repeatnumber0,200,2,['three_order'],50,0.4564451138327992,0.4776983261108398,0.491748524791944,1.0685913562774658,0.562232726096476,1.076592206954956,0.4871465490790251,0.3760085105895996,0.4744197213387041,1.073960542678833,0.4921519585458075,0.932408094406128,0.6737645593163053,0.9637284278869628,0.481551524477081,0.355992317199707,0.4246255960016986,1.2173328399658203,0.3345800595418079,1.4982364177703855,0.2876840905900717,0.4545686244964599,0.7924516799456269,0.912006378173828,0.97,0.7359232902526855,3139,0.1629571914672851,0.0,0.5902040004730225,0.0246496194254277,0.0418753623962402,6.268029873586574,0.0021493434906005,0.03961151616533296,3.6945645809173584,1,0,[],no
figure_ascendingmarkersize10_clusternumber2_datanumber100_testnumbercategorymedium_repeatnumber0,clusternumber2_datanumber100_testnumbercategorymedium_repeatnumber0,200,2,['three_order'],10,0.7416882845824471,0.9278085231781006,0.768518227212605,1.0124964714050293,0.7557773192217068,1.0834052562713623,0.7188357145579465,0.3739099502563476,0.7433729510711341,0.8475463390350342,0.7577408138444843,1.0393266677856443,0.9248556301108825,0.3847005367279053,0.7511484489831679,1.0663549900054932,0.6432345804065828,0.9939746856689452,0.8178097800935762,0.6275937557220459,0.8617217252609631,1.0571672916412354,0.9507049846523552,0.9114508628845216,0.98,0.8503100872039795,229,0.1222479343414306,0.0,0.8823583126068115,0.0246496194254277,0.0375492572784423,6.268029873586574,0.0020101070404052,0.021155383505299104,2.921825647354126,0,0,[],no
