Age,Workclass,Education-Num,Marital Status,Occupation,Relationship,Race,Sex,Capital Gain,Capital Loss,Hours per week,Country,predicted,predicted_class,Age_shap,Workclass_shap,Education-Num_shap,Marital Status_shap,Occupation_shap,Relationship_shap,Race_shap,Sex_shap,Capital Gain_shap,Capital Loss_shap,Hours per week_shap,Country_shap
26.0,4,10.0,4,Craft-repair,Other-relative,Asian-Pac-Islander,Female,0.0,0.0,44.0,30,0.016503144,False,-0.61703414,-0.03412929,-0.12507811,-0.45312455,-0.7384602,-1.4137814,0.3028259,0.09409492,-0.20220277,-0.07040374,0.31073734,0.0016245143
42.0,4,9.0,5,Armed-Forces,Unmarried,Black,Male,0.0,0.0,45.0,39,0.038555056,False,0.20843771,0.01460822,-0.5750979,-0.32566348,0.24171185,-1.4007125,0.025044233,-0.3812449,-0.19041297,-0.058876842,0.35858813,0.0099012
33.0,4,8.0,0,Transport-moving,Unmarried,Amer-Indian-Eskimo,Male,0.0,0.0,40.0,39,0.0051691895,False,-0.2742469,-0.017980225,-0.7689351,-0.15026955,-0.49979502,-1.4331211,-0.23407656,-0.22960527,-0.21097681,-0.063985,-0.24165009,0.0074190684
45.0,4,10.0,4,Farming-fishing,Not-in-family,Black,Female,0.0,0.0,40.0,39,0.030267894,False,0.477158,0.031795006,-0.21700776,-0.22804664,-0.8039206,-1.3304632,0.018552544,0.15234283,-0.1967654,-0.06263929,-0.16795228,0.0026463293
31.0,4,10.0,4,Armed-Forces,Other-relative,Black,Male,0.0,0.0,40.0,0,0.0143074645,False,-0.23041327,-0.011327067,-0.13089654,-0.5122098,0.17591977,-1.7003826,0.051159,-0.28569752,-0.2044506,-0.066078775,-0.12505722,-0.050499972
35.0,4,11.0,0,Tech-support,Own-child,Amer-Indian-Eskimo,Female,0.0,0.0,40.0,39,0.045725103,False,-0.06938491,0.014125203,0.007476918,-0.14691776,0.38183478,-1.5806004,-0.19754755,0.10443644,-0.19586655,-0.059976745,-0.16600585,0.012751653
17.0,4,7.0,4,Armed-Forces,Own-child,Black,Male,0.0,0.0,35.0,39,0.0008747406,False,-2.5988722,-0.05227959,-0.645855,-0.47122157,0.14234097,-1.3642217,0.0007727381,-0.22523478,-0.20461065,-0.072853275,-0.39013326,-0.0159065
38.0,0,9.0,0,Adm-clerical,Unmarried,Amer-Indian-Eskimo,Male,0.0,0.0,40.0,39,0.005577407,False,-0.04181021,0.06067655,-0.5185318,-0.13774101,-0.7405527,-1.6849917,-0.16111238,-0.28504983,-0.19684315,-0.055149075,-0.27579358,-0.0039023855
21.0,4,10.0,4,Armed-Forces,Other-relative,Black,Male,0.0,0.0,40.0,39,0.0013990438,False,-2.641144,-0.027122254,-0.1753589,-0.481704,0.1415185,-1.5357558,0.003818744,-0.22533111,-0.20502453,-0.07454338,-0.19141595,-0.015865693
23.0,4,9.0,2,Craft-repair,Husband,Amer-Indian-Eskimo,Female,0.0,0.0,40.0,39,0.01069111,False,-2.3104806,-0.053166255,-0.46208084,0.09880408,-0.6027752,0.65971357,-0.2344305,0.035240643,-0.23739159,-0.097317636,-0.17159255,-0.0094928695
57.0,5,9.0,2,Armed-Forces,Husband,Black,Female,0.0,1902.0,30.0,39,0.9072828,True,0.29557025,0.3409467,-0.4729603,0.0755552,0.1467957,1.1911727,0.026608285,0.054805912,-0.14975716,2.6259036,-0.724274,0.013161664
58.0,2,3.0,0,Farming-fishing,Other-relative,Amer-Indian-Eskimo,Male,0.0,0.0,40.0,14,0.00832101,False,0.3095309,0.010277392,-1.1991779,-0.08764763,-0.76156276,-1.218488,-0.15628426,-0.20803067,-0.2030953,-0.05865451,-0.19513217,0.13028628
58.0,6,13.0,2,Other-service,Husband,Black,Female,0.0,0.0,50.0,39,0.682387,True,0.35819417,-0.47517052,0.6580343,0.06901091,0.44035685,0.681652,0.02034927,0.05149756,-0.18948,-0.09969733,0.37910348,0.013542962
53.0,4,9.0,2,Transport-moving,Husband,Black,Female,0.0,0.0,40.0,39,0.29519984,False,0.48206702,0.031680956,-0.4260062,0.08220964,-0.5332733,0.86453557,0.021542303,0.048338253,-0.20259781,-0.08138853,-0.027610261,0.0128709795
42.0,4,11.0,0,Other-service,Own-child,White,Male,0.0,0.0,40.0,39,0.039918065,False,0.22669554,0.05366252,-0.04646436,-0.010174803,0.4050824,-1.6859802,-0.43202412,-0.12237796,-0.19567652,-0.06252882,-0.17306823,0.0052939304
25.0,4,10.0,2,Armed-Forces,Husband,Black,Female,0.0,0.0,44.0,39,0.14263994,False,-1.3227031,0.0053413147,-0.16468225,0.1330294,0.09028254,0.67648965,0.0141910445,0.040000513,-0.22669731,-0.08335507,0.17498411,0.012216545
49.0,5,10.0,2,Sales,Husband,Black,Female,0.0,0.0,60.0,39,0.38878548,False,0.37849075,0.2373153,-0.16712217,0.08147071,-0.78913915,0.7601657,0.015978105,0.05968927,-0.19259205,-0.08996975,0.37979743,0.016124522
20.0,4,10.0,4,Farming-fishing,Own-child,Black,Female,0.0,0.0,20.0,39,0.0005404516,False,-2.4817278,-0.047745526,-0.14122875,-0.4106377,-0.45592272,-1.5114111,-0.0007279459,0.06041576,-0.21016426,-0.084446676,-1.0770044,-0.019321987
36.0,4,12.0,2,Prof-specialty,Husband,Black,Female,0.0,0.0,45.0,39,0.4554669,False,-0.02015299,0.060569145,0.15382351,0.08739066,-0.15986061,0.80190426,0.013217522,0.049648844,-0.19932684,-0.09121196,0.2532672,0.014755524
63.0,4,9.0,6,Farming-fishing,Unmarried,Black,Male,0.0,0.0,24.0,39,0.0049247043,False,0.12558097,-0.0976871,-0.5059638,0.03991439,-0.7162177,-1.2824744,0.013135942,-0.32888824,-0.20663725,-0.06776933,-1.1414225,0.0025090247
23.0,4,13.0,4,Tech-support,Not-in-family,Black,Male,0.0,0.0,38.0,39,0.003946168,False,-2.4787948,-0.0019928268,0.4171979,-0.2815545,0.26208958,-1.3956655,-0.0073621836,-0.24990381,-0.20732237,-0.07909281,-0.35922083,-0.006791424
32.0,2,13.0,2,Tech-support,Wife,Black,Male,0.0,0.0,35.0,39,0.6706431,True,-0.17016907,-0.096330665,0.77705216,0.09546702,0.20612527,1.5223341,0.024849009,-0.1298197,-0.20391195,-0.09373451,-0.0985358,0.020397916
26.0,4,10.0,2,,Husband,Black,Female,0.0,0.0,52.0,39,0.19320697,False,-0.8640131,0.0087209735,-0.1143688,0.12802854,-0.20687556,0.66559964,0.01322465,0.035745893,-0.21861424,-0.07440268,0.33062926,0.009648443
38.0,4,10.0,2,Other-service,Husband,Amer-Indian-Eskimo,Female,0.0,0.0,50.0,39,0.580437,True,0.14109029,0.08312094,-0.12337263,0.10304435,0.4201532,0.7880518,-0.19485064,0.047068942,-0.18804343,-0.08438198,0.46079236,0.014523963
20.0,4,9.0,4,Farming-fishing,Not-in-family,Black,Male,0.0,0.0,20.0,39,0.00058563455,False,-2.291091,-0.054597795,-0.40099573,-0.3230046,-0.41567764,-1.167225,-0.003225915,-0.19207506,-0.20702055,-0.07372088,-1.1486732,-0.022280836
36.0,4,9.0,2,Transport-moving,Husband,Black,Female,0.0,0.0,40.0,39,0.19808756,False,0.0034141552,0.028494557,-0.455205,0.09276995,-0.50568473,0.8585785,0.025980322,0.044567138,-0.20792934,-0.08379368,-0.0665263,0.009672888
28.0,4,9.0,4,Exec-managerial,Not-in-family,Black,Male,0.0,0.0,40.0,39,0.004969771,False,-0.5820081,-0.020076724,-0.4742002,-0.39440796,-0.36487716,-1.5079008,0.020195005,-0.35135558,-0.20353353,-0.055093117,-0.22803895,0.004540354
28.0,4,13.0,4,Tech-support,Not-in-family,Black,Male,0.0,0.0,40.0,39,0.035879683,False,-0.65926677,0.025554908,0.6286696,-0.26806182,0.30697376,-1.4456682,0.012034731,-0.28411007,-0.19697493,-0.06767103,-0.21311313,0.013221432
30.0,1,13.0,4,Tech-support,Not-in-family,Black,Female,0.0,1876.0,40.0,39,0.106647044,False,-0.22059345,0.21688999,0.6440707,-0.26573652,0.27610028,-2.2817788,0.025232531,0.121572495,-0.1701754,0.77948016,-0.11702257,0.009136983
37.0,4,14.0,2,Other-service,Husband,Black,Female,0.0,2415.0,60.0,39,0.989645,True,0.21269721,0.11762375,1.3139527,0.064707994,0.6026228,0.60931253,0.028057583,0.062197227,-0.120683774,2.452445,0.33390522,0.02567003
44.0,4,10.0,0,Exec-managerial,Unmarried,Black,Male,0.0,0.0,38.0,39,0.018373057,False,0.4098849,0.010826215,-0.14655264,-0.17465791,-0.3296395,-1.6964213,0.009002774,-0.33153042,-0.19610286,-0.062511824,-0.33732057,0.009322116
46.0,4,10.0,2,Armed-Forces,Husband,Black,Female,0.0,0.0,48.0,39,0.5796865,True,0.45223585,0.0515873,-0.10862406,0.079288684,0.107871465,0.76982015,0.015827911,0.060435463,-0.18717596,-0.0801383,0.29320723,0.009780638
30.0,7,11.0,2,Protective-serv,Husband,Black,Female,0.0,0.0,40.0,39,0.33417794,False,-0.18852688,-0.18836638,-0.039240945,0.084066905,0.24606,0.81230277,0.015046669,0.044233102,-0.21452461,-0.0894948,-0.041542117,0.013267584
24.0,4,10.0,4,Exec-managerial,Not-in-family,Amer-Indian-Eskimo,Female,0.0,0.0,20.0,39,0.001827937,False,-1.63803,-0.08082127,-0.11845132,-0.34862944,-0.24715763,-1.194365,-0.19509463,0.122349,-0.20027107,-0.065889046,-1.1960316,0.0022873662
33.0,4,8.0,2,Protective-serv,Husband,Black,Female,0.0,0.0,40.0,39,0.19144234,False,-0.27134696,0.0026779012,-0.9393939,0.0898528,0.35094208,0.7118121,0.03229102,0.05126292,-0.21526036,-0.08093275,-0.047094457,0.017152205
19.0,4,10.0,4,Farming-fishing,Own-child,Black,Male,0.0,0.0,20.0,39,0.00045693663,False,-2.4330606,-0.044585794,-0.15777871,-0.44635108,-0.41382402,-1.5224797,-0.00092904456,-0.15687613,-0.2124737,-0.08336545,-1.054013,-0.02212815
47.0,4,15.0,2,Other-service,Husband,Black,Female,99999.0,0.0,40.0,39,0.9977077,True,0.47529206,0.037580725,0.8093125,0.095976755,0.3607693,0.5013999,0.025085349,0.04151868,4.924131,-0.04282155,-0.025714211,0.01600997
40.0,4,9.0,0,Transport-moving,Unmarried,Black,Male,0.0,0.0,48.0,26,0.027063139,False,0.20290229,0.015806468,-0.5362333,-0.08922912,-0.5222105,-1.3958174,0.010645913,-0.29963544,-0.19060117,-0.06096465,0.56760067,-0.14178362
63.0,6,9.0,2,Sales,Husband,Black,Female,0.0,0.0,35.0,39,0.13843387,False,0.21175778,-0.15828294,-0.46866453,0.067957446,-0.7288701,0.7825806,0.018340105,0.05222152,-0.20312461,-0.092056766,-0.17953622,0.01194829
46.0,7,10.0,2,Protective-serv,Husband,Amer-Indian-Eskimo,Female,0.0,0.0,70.0,39,0.4423074,False,0.40490818,-0.2597234,-0.157943,0.08291465,0.104702905,0.71936387,-0.022131978,0.06392361,-0.1913294,-0.086818546,0.2279056,0.025054524
38.0,4,13.0,0,Exec-managerial,Unmarried,Asian-Pac-Islander,Male,0.0,213.0,40.0,30,0.033784095,False,0.10117072,0.020402897,0.64032686,-0.13003013,-0.49144137,-1.5671685,0.07429181,-0.2796213,-0.19585386,-0.17809321,-0.29197675,0.08722279
32.0,7,12.0,2,Farming-fishing,Husband,Black,Female,0.0,0.0,35.0,39,0.16296276,False,-0.25415772,-0.12518483,0.09167598,0.07830882,-0.7013561,0.8572891,0.009242555,0.033508867,-0.22774187,-0.10176604,-0.16766068,0.014124872
23.0,0,7.0,4,Adm-clerical,Own-child,White,Female,0.0,0.0,40.0,39,0.0015245664,False,-1.6536809,-0.07345385,-0.6684374,-0.42833784,-0.6551617,-1.3868098,-0.024888009,0.07618937,-0.20276797,-0.06924594,-0.24007158,-0.015218156
21.0,4,9.0,4,Farming-fishing,Own-child,Amer-Indian-Eskimo,Male,0.0,0.0,30.0,39,0.00054096774,False,-2.1114938,-0.06577665,-0.41003457,-0.47110558,-0.40472028,-1.442616,-0.23797116,-0.1784787,-0.21345755,-0.08027238,-0.74175245,-0.02129718
32.0,1,13.0,2,Other-service,Husband,Black,Female,0.0,0.0,40.0,39,0.69949496,True,-0.2600037,0.3349709,0.73745584,0.085270986,0.4634031,0.8914609,0.0333928,0.043965206,-0.20305052,-0.08886938,-0.0622008,0.0117285615
52.0,4,9.0,0,Armed-Forces,Not-in-family,Black,Female,0.0,0.0,40.0,39,0.07408928,False,0.55643636,0.026275827,-0.51373196,-0.18315464,0.21432413,-1.3224797,0.022557849,0.16015266,-0.18287168,-0.04834578,-0.12056709,0.008533431
19.0,4,9.0,4,Transport-moving,Own-child,Black,Female,0.0,0.0,40.0,39,0.0011205139,False,-2.427228,-0.02846336,-0.3665647,-0.4711165,-0.35839176,-1.5600733,0.0032848723,0.063857116,-0.20784006,-0.078969814,-0.19593413,-0.02276676
26.0,4,10.0,2,Exec-managerial,Wife,Black,Male,0.0,0.0,42.0,39,0.38804376,False,-0.69191563,0.015133334,-0.11225237,0.16794886,-0.018275931,1.5223515,0.02536543,-0.119798645,-0.2193694,-0.07953258,0.17525016,0.022179406
34.0,5,9.0,0,Armed-Forces,Not-in-family,Black,Male,0.0,0.0,50.0,39,0.07846422,False,0.008058071,0.21337247,-0.51829565,-0.15655665,0.18034433,-1.2096714,0.011647882,-0.31877157,-0.17595485,-0.045100596,0.6840343,0.0061254515
50.0,4,13.0,5,Armed-Forces,Not-in-family,Black,Female,0.0,0.0,40.0,39,0.28357378,False,0.5925636,0.045822363,0.7457892,-0.12878223,0.24791853,-1.1509134,0.024551949,0.19038442,-0.17463365,-0.05726971,-0.13521644,0.015614499
32.0,2,9.0,2,Protective-serv,Husband,Black,Female,0.0,0.0,40.0,39,0.303873,False,-0.29678932,-0.0008075429,-0.44002107,0.08872155,0.36790368,0.8229087,0.031497296,0.0495783,-0.204527,-0.07683882,-0.036828004,0.008908317
23.0,4,13.0,2,Farming-fishing,Husband,Black,Female,0.0,0.0,20.0,39,0.007904053,False,-2.3989947,-0.023723055,0.49555963,0.08419646,-0.555107,0.55173004,0.002099556,0.024896871,-0.29312983,-0.13476825,-1.4406211,-0.0019469538
24.0,2,13.0,4,Tech-support,Own-child,Black,Male,0.0,0.0,50.0,39,0.008333409,False,-1.7969124,-0.16034931,0.32112974,-0.4667176,0.122380316,-1.6787307,-0.008671892,-0.2049316,-0.20172012,-0.072454214,0.51255304,-0.0020542508
22.0,4,10.0,4,Farming-fishing,Own-child,Black,Male,0.0,0.0,38.0,39,0.0014251907,False,-1.9336166,-0.021794546,-0.15620518,-0.45849076,-0.4073817,-1.5912629,0.0019867572,-0.1802483,-0.21225157,-0.08186815,-0.34872067,-0.019530026
66.0,0,10.0,2,Adm-clerical,Husband,Black,Female,0.0,0.0,20.0,39,0.11585955,False,-0.15647931,0.11947156,0.055901356,0.07169952,-0.4758498,0.72896963,0.017959837,0.04759299,-0.21079376,-0.09284784,-0.9974623,0.0022331006
34.0,4,7.0,2,Armed-Forces,Husband,Black,Female,0.0,0.0,25.0,0,0.0572747,False,-0.13201636,-0.04430821,-1.1428409,0.080684885,0.25448355,0.54458565,0.06327113,0.04947919,-0.23649421,-0.08702932,-0.93412405,-0.073979445
37.0,4,11.0,4,Exec-managerial,Not-in-family,Other,Male,4101.0,0.0,35.0,39,0.0025464916,False,0.05376638,-0.009387134,-0.027617972,-0.32008815,-0.41960534,-1.7360905,-0.15739945,-0.3216925,-1.4470032,-0.060940757,-0.39291266,0.011111986
33.0,4,12.0,2,Prof-specialty,Husband,Black,Female,0.0,0.0,45.0,32,0.33246428,False,-0.26089242,0.03697905,0.14238743,0.08296957,-0.15297538,0.75739276,0.022516863,0.046692375,-0.21040207,-0.09368369,0.24136783,-0.16678308
34.0,4,13.0,4,Other-service,Own-child,Black,Female,0.0,0.0,40.0,39,0.06969311,False,-0.06208953,0.0640587,0.7428005,-0.4419177,0.40358317,-1.7971475,0.027129782,0.10938911,-0.18988678,-0.0730035,-0.243379,0.011679725
21.0,7,9.0,4,Exec-managerial,Own-child,Black,Male,0.0,0.0,43.0,39,0.0025834956,False,-2.2358928,0.28970173,-0.29572836,-0.5408852,-0.25370228,-1.4051306,-0.019436046,-0.25956494,-0.19470157,-0.073212445,0.18639886,-0.011244203
33.0,4,10.0,2,Other-service,Husband,Black,Female,0.0,0.0,50.0,39,0.5063065,True,-0.24713983,0.074795924,-0.15689607,0.0936311,0.4525779,0.72402745,0.021976747,0.04294537,-0.19807985,-0.08478622,0.4366475,0.008158161
44.0,0,4.0,2,Adm-clerical,Husband,Black,Female,0.0,0.0,25.0,39,0.025558224,False,0.2624695,0.07087656,-1.5168003,0.07284795,-0.67725223,0.46121714,0.017419111,0.047420263,-0.23127759,-0.080869906,-0.92971605,0.005389383
33.0,4,7.0,4,,Not-in-family,Amer-Indian-Eskimo,Female,0.0,0.0,60.0,39,0.05202464,False,-0.11880193,-0.027463181,-0.8049962,-0.24322562,-0.21950592,-0.7537052,-0.2852674,0.12318721,-0.1813358,-0.04732504,0.77605385,0.022406796
52.0,4,16.0,2,Tech-support,Husband,Black,Female,0.0,0.0,40.0,0,0.8138063,True,0.5577146,-0.006894839,1.2881624,0.061517384,0.30527171,0.75953543,0.05667252,0.06419338,-0.18092917,-0.0929084,0.031019341,-0.22579017
78.0,5,7.0,2,Other-service,Husband,Black,Female,0.0,0.0,10.0,39,0.108909346,False,0.10370273,0.43600643,-1.2185386,0.06731484,0.3620709,0.47790465,0.028414058,0.03830902,-0.19003375,-0.0925296,-0.97911483,0.0071970993
52.0,4,10.0,0,Exec-managerial,Unmarried,Black,Male,0.0,0.0,35.0,39,0.021512497,False,0.53108495,0.012939643,-0.13087757,-0.15650709,-0.32906756,-1.6697223,0.010579428,-0.34350088,-0.19540721,-0.060819007,-0.35795027,0.014502059
56.0,4,6.0,2,Armed-Forces,Wife,Asian-Pac-Islander,Male,0.0,0.0,30.0,24,0.08139296,False,0.18827926,-0.047462724,-1.1842264,0.07647734,0.055841953,0.83109283,-0.052381843,-0.12972245,-0.21691108,-0.07730359,-0.57105863,-0.15356149
29.0,4,12.0,4,Armed-Forces,Own-child,Black,Male,0.0,0.0,40.0,39,0.018087523,False,-0.24628952,-0.0005682049,0.045002412,-0.45879963,0.2125213,-1.7948635,0.029009845,-0.2473775,-0.20845653,-0.06894155,-0.12440952,0.0115227625
47.0,4,15.0,2,Armed-Forces,Husband,Black,Female,0.0,0.0,45.0,39,0.81339204,True,0.4837325,0.029874593,1.2506852,0.060030166,0.051484063,0.6449484,0.020677758,0.064051196,-0.17321679,-0.088467784,0.24784696,0.0231861
19.0,4,10.0,4,Farming-fishing,Own-child,Black,Male,0.0,0.0,16.0,39,0.00044468802,False,-2.4080741,-0.046276215,-0.14813942,-0.44905534,-0.41776228,-1.5285493,-0.0008664675,-0.1561855,-0.21252604,-0.08344101,-1.1017339,-0.022439554
55.0,2,14.0,2,Tech-support,Wife,Black,Male,3103.0,0.0,45.0,39,0.86158025,True,0.051586863,-0.08204637,0.71256506,0.08111387,0.1356571,1.0722266,0.010309203,-0.20415275,1.0221403,-0.078664,0.2384799,0.011891627
42.0,5,16.0,2,Tech-support,Husband,Black,Female,0.0,0.0,45.0,39,0.8500646,True,0.21999446,0.20449172,1.3847681,0.066020936,0.2945177,0.6439709,0.022808822,0.054636996,-0.1737934,-0.091483854,0.22555447,0.026250463
34.0,4,5.0,4,Prof-specialty,Not-in-family,Black,Female,0.0,0.0,40.0,39,0.020326622,False,-0.09475886,-0.010482141,-0.8933552,-0.22249329,-0.2165964,-0.971985,0.023159152,0.15667416,-0.19871403,-0.050243564,-0.26164934,0.0077878814
28.0,4,11.0,4,Armed-Forces,Not-in-family,Black,Male,0.0,0.0,40.0,39,0.020074287,False,-0.62039787,0.0035347496,4.6160552e-05,-0.29915473,0.20733044,-1.3705126,0.022218952,-0.27989754,-0.20197767,-0.057859268,-0.15994069,0.011207865
51.0,6,12.0,2,Other-service,Husband,Black,Female,0.0,0.0,40.0,39,0.46978563,False,0.42083225,-0.53431684,0.074155904,0.07244646,0.37506136,0.8861915,0.023229118,0.046634454,-0.20136426,-0.09378099,-0.06024896,0.0127844205
51.0,1,16.0,2,Tech-support,Husband,Asian-Pac-Islander,Female,15024.0,0.0,40.0,40,0.9984427,True,0.43108964,0.32038355,0.8856491,0.09147298,0.36140072,0.46794137,-0.08817064,0.03775412,4.9980993,-0.03387731,0.03528351,0.09886672
30.0,4,9.0,4,Other-service,Own-child,Amer-Indian-Eskimo,Male,0.0,0.0,35.0,23,0.0055684987,False,-0.4384647,-0.020596368,-0.53521395,-0.52145374,0.38978744,-1.7009275,-0.3114951,-0.19779785,-0.21022534,-0.06706463,-0.41383907,-0.015126006
59.0,2,9.0,5,Protective-serv,Unmarried,Amer-Indian-Eskimo,Male,0.0,0.0,40.0,39,0.028157918,False,0.48864552,-0.0034023242,-0.5096796,-0.29284048,0.34436807,-1.4682891,-0.26679796,-0.31895503,-0.19675805,-0.05585026,-0.12530875,0.0061316546
33.0,4,9.0,2,Craft-repair,Husband,Black,Female,0.0,0.0,40.0,39,0.119337894,False,-0.2558019,0.008587145,-0.4866926,0.09097911,-0.7212517,0.82423216,0.029320847,0.041256554,-0.21684021,-0.08774687,-0.09222412,0.010095426
42.0,6,9.0,2,Other-service,Husband,Black,Female,0.0,0.0,50.0,39,0.30297458,False,0.14714208,-0.53318137,-0.50253564,0.08587043,0.2839272,0.66838735,0.02320556,0.04480778,-0.18972023,-0.085027516,0.35744685,0.009135949
46.0,6,9.0,6,Farming-fishing,Other-relative,Black,Male,0.0,0.0,40.0,39,0.009906357,False,0.26120985,-0.21456365,-0.49898776,0.05428442,-0.6843675,-1.6462572,0.01622535,-0.3247971,-0.20487912,-0.07058864,-0.14870399,-0.00057231437
44.0,4,12.0,4,Tech-support,Unmarried,Amer-Indian-Eskimo,Male,1151.0,0.0,50.0,39,0.026904015,False,0.35425144,0.020167267,-0.043958806,-0.30566904,0.20826441,-1.329264,-0.15194626,-0.31146643,-1.3670906,-0.06410072,0.53322464,0.012012199
42.0,4,13.0,2,,Husband,Black,Female,0.0,0.0,58.0,39,0.4385459,False,0.07596252,0.051202662,0.43264833,0.067372344,-0.64044243,0.7052047,0.025722425,0.048634227,-0.19252017,-0.08848714,0.39361173,0.01665319
46.0,4,13.0,2,Tech-support,Husband,Black,Female,0.0,1848.0,45.0,39,0.9776483,True,0.3778672,0.07185114,0.5947757,0.07940484,0.19214508,1.1472923,0.014158421,0.06452331,-0.1220547,2.2524633,0.23948586,0.008966555
46.0,4,4.0,4,Farming-fishing,Own-child,Black,Female,0.0,0.0,52.0,39,0.02440053,False,0.40505558,-0.017041655,-0.98372567,-0.3851045,-0.80047107,-1.24902,0.0047998796,0.124296226,-0.19150983,-0.066501364,0.6131373,0.00026688637
61.0,6,9.0,2,Sales,Husband,Black,Female,0.0,0.0,60.0,39,0.24019422,False,0.31339893,-0.19372493,-0.38810506,0.06955557,-0.72658443,0.6566639,0.01590219,0.055425406,-0.1937578,-0.08804761,0.45742297,0.012865737
32.0,4,13.0,2,Other-service,Husband,Black,Female,0.0,0.0,40.0,39,0.6463769,True,-0.2346948,0.06977259,0.7851328,0.085760646,0.46982443,0.895871,0.027325055,0.04150583,-0.2035201,-0.10235589,-0.10676889,0.017928328
